gameid;gametitle;gamerelease;compname;charname
251;LEGO Star Wars: The Video Game;2005-04-02;Griptonite Games;Mace Windu
251;LEGO Star Wars: The Video Game;2005-04-02;Griptonite Games;Ki-Adi-Mundi
251;LEGO Star Wars: The Video Game;2005-04-02;Griptonite Games;General Grievous
251;LEGO Star Wars: The Video Game;2005-04-02;Griptonite Games;C-3PO
251;LEGO Star Wars: The Video Game;2005-04-02;Griptonite Games;Princess Leia
251;LEGO Star Wars: The Video Game;2005-04-02;Griptonite Games;Padme Amidala
251;LEGO Star Wars: The Video Game;2005-04-02;Griptonite Games;Count Dooku
251;LEGO Star Wars: The Video Game;2005-04-02;Griptonite Games;Sebulba
251;LEGO Star Wars: The Video Game;2005-04-02;Griptonite Games;Kit Fisto
251;LEGO Star Wars: The Video Game;2005-04-02;Griptonite Games;Commander Cody
251;LEGO Star Wars: The Video Game;2005-04-02;Griptonite Games;Captain Panaka
251;LEGO Star Wars: The Video Game;2005-04-02;Griptonite Games;TC-14
251;LEGO Star Wars: The Video Game;2005-04-02;Griptonite Games;R4-P17
251;LEGO Star Wars: The Video Game;2005-04-02;Griptonite Games;Luminara Unduli
251;LEGO Star Wars: The Video Game;2005-04-02;Griptonite Games;Nute Gunray
251;LEGO Star Wars: The Video Game;2005-04-02;Griptonite Games;Poggle the Lesser
251;LEGO Star Wars: The Video Game;2005-04-02;Griptonite Games;Watto
251;LEGO Star Wars: The Video Game;2005-04-02;TT Games;Yoda
251;LEGO Star Wars: The Video Game;2005-04-02;TT Games;Darth Vader
251;LEGO Star Wars: The Video Game;2005-04-02;TT Games;Obi-Wan Kenobi
251;LEGO Star Wars: The Video Game;2005-04-02;TT Games;Darth Maul
251;LEGO Star Wars: The Video Game;2005-04-02;TT Games;Boba Fett
251;LEGO Star Wars: The Video Game;2005-04-02;TT Games;Shaak Ti
251;LEGO Star Wars: The Video Game;2005-04-02;TT Games;Jar Jar Binks
251;LEGO Star Wars: The Video Game;2005-04-02;TT Games;Emperor Palpatine
251;LEGO Star Wars: The Video Game;2005-04-02;TT Games;Jango Fett
251;LEGO Star Wars: The Video Game;2005-04-02;TT Games;Chewbacca
251;LEGO Star Wars: The Video Game;2005-04-02;TT Games;Han Solo
251;LEGO Star Wars: The Video Game;2005-04-02;TT Games;Qui-Gon Jinn
251;LEGO Star Wars: The Video Game;2005-04-02;TT Games;R2D2
251;LEGO Star Wars: The Video Game;2005-04-02;TT Games;Mace Windu
251;LEGO Star Wars: The Video Game;2005-04-02;TT Games;Ki-Adi-Mundi
251;LEGO Star Wars: The Video Game;2005-04-02;TT Games;General Grievous
251;LEGO Star Wars: The Video Game;2005-04-02;TT Games;C-3PO
251;LEGO Star Wars: The Video Game;2005-04-02;TT Games;Princess Leia
251;LEGO Star Wars: The Video Game;2005-04-02;TT Games;Padme Amidala
251;LEGO Star Wars: The Video Game;2005-04-02;TT Games;Count Dooku
251;LEGO Star Wars: The Video Game;2005-04-02;TT Games;Sebulba
251;LEGO Star Wars: The Video Game;2005-04-02;TT Games;Kit Fisto
251;LEGO Star Wars: The Video Game;2005-04-02;TT Games;Commander Cody
251;LEGO Star Wars: The Video Game;2005-04-02;TT Games;Captain Panaka
251;LEGO Star Wars: The Video Game;2005-04-02;TT Games;TC-14
251;LEGO Star Wars: The Video Game;2005-04-02;TT Games;R4-P17
251;LEGO Star Wars: The Video Game;2005-04-02;TT Games;Luminara Unduli
251;LEGO Star Wars: The Video Game;2005-04-02;TT Games;Nute Gunray
251;LEGO Star Wars: The Video Game;2005-04-02;TT Games;Poggle the Lesser
251;LEGO Star Wars: The Video Game;2005-04-02;TT Games;Watto
255;Tales of Phantasia;1995-12-15;Namco Tales Studio Ltd.;Cress Albane
255;Tales of Phantasia;1995-12-15;Namco Tales Studio Ltd.;Chester Burklight
255;Tales of Phantasia;1995-12-15;Namco Tales Studio Ltd.;Arche Klein
255;Tales of Phantasia;1995-12-15;Namco Tales Studio Ltd.;Mint Adnade
255;Tales of Phantasia;1995-12-15;Namco Tales Studio Ltd.;Dhaos
255;Tales of Phantasia;1995-12-15;Namco Tales Studio Ltd.;Suzu Fujibayashi
255;Tales of Phantasia;1995-12-15;Namco Tales Studio Ltd.;Claus F. Lester
255;Tales of Phantasia;1995-12-15;Namco Tales Studio Ltd.;Valkyrie
255;Tales of Phantasia;1995-12-15;Namco Tales Studio Ltd.;Druaga
255;Tales of Phantasia;1995-12-15;Wolf Team;Cress Albane
255;Tales of Phantasia;1995-12-15;Wolf Team;Chester Burklight
255;Tales of Phantasia;1995-12-15;Wolf Team;Arche Klein
255;Tales of Phantasia;1995-12-15;Wolf Team;Mint Adnade
255;Tales of Phantasia;1995-12-15;Wolf Team;Dhaos
255;Tales of Phantasia;1995-12-15;Wolf Team;Suzu Fujibayashi
255;Tales of Phantasia;1995-12-15;Wolf Team;Claus F. Lester
255;Tales of Phantasia;1995-12-15;Wolf Team;Valkyrie
255;Tales of Phantasia;1995-12-15;Wolf Team;Druaga
267;Golden Sun;2001-08-01;Camelot Software Planning;Thor
267;Golden Sun;2001-08-01;Camelot Software Planning;Saturos
267;Golden Sun;2001-08-01;Camelot Software Planning;Menardi
267;Golden Sun;2001-08-01;Camelot Software Planning;Isaac
267;Golden Sun;2001-08-01;Camelot Software Planning;Garet
267;Golden Sun;2001-08-01;Camelot Software Planning;Ivan
267;Golden Sun;2001-08-01;Camelot Software Planning;Mia
267;Golden Sun;2001-08-01;Camelot Software Planning;Felix
267;Golden Sun;2001-08-01;Camelot Software Planning;Jenna
267;Golden Sun;2001-08-01;Camelot Software Planning;Sheba
267;Golden Sun;2001-08-01;Camelot Software Planning;Kraken
267;Golden Sun;2001-08-01;Camelot Software Planning;Alex
292;Hokuto no Ken 7 : Seiken Retsuden: Denshousha e no Michi;1993-12-24;Shouei System;Kenshiro
292;Hokuto no Ken 7 : Seiken Retsuden: Denshousha e no Michi;1993-12-24;Shouei System;Rei
292;Hokuto no Ken 7 : Seiken Retsuden: Denshousha e no Michi;1993-12-24;Shouei System;Raoh
292;Hokuto no Ken 7 : Seiken Retsuden: Denshousha e no Michi;1993-12-24;Shouei System;Juza
292;Hokuto no Ken 7 : Seiken Retsuden: Denshousha e no Michi;1993-12-24;Shouei System;Shin
292;Hokuto no Ken 7 : Seiken Retsuden: Denshousha e no Michi;1993-12-24;Shouei System;Mr. Heart
292;Hokuto no Ken 7 : Seiken Retsuden: Denshousha e no Michi;1993-12-24;Shouei System;Thouzer
292;Hokuto no Ken 7 : Seiken Retsuden: Denshousha e no Michi;1993-12-24;Shouei System;Shew
292;Hokuto no Ken 7 : Seiken Retsuden: Denshousha e no Michi;1993-12-24;Shouei System;Boss Fang
295;The Legend of Kyrandia;1992-01-01;Westwood Studios, Inc.;Zanthia
295;The Legend of Kyrandia;1992-01-01;Westwood Studios, Inc.;Malcolm
295;The Legend of Kyrandia;1992-01-01;Westwood Studios, Inc.;Brandon
311;Donkey Kong;1981-07-09;Culture Brain Inc.;Mario
311;Donkey Kong;1981-07-09;Culture Brain Inc.;Donkey Kong
311;Donkey Kong;1981-07-09;Culture Brain Inc.;Pauline
311;Donkey Kong;1981-07-09;Intelligent Systems Co., Ltd.;Mario
311;Donkey Kong;1981-07-09;Intelligent Systems Co., Ltd.;Donkey Kong
311;Donkey Kong;1981-07-09;Intelligent Systems Co., Ltd.;Pauline
311;Donkey Kong;1981-07-09;Sentient Software;Mario
311;Donkey Kong;1981-07-09;Sentient Software;Donkey Kong
311;Donkey Kong;1981-07-09;Sentient Software;Pauline
311;Donkey Kong;1981-07-09;Nintendo R&D1;Mario
311;Donkey Kong;1981-07-09;Nintendo R&D1;Donkey Kong
311;Donkey Kong;1981-07-09;Nintendo R&D1;Pauline
311;Donkey Kong;1981-07-09;K-Byte;Mario
311;Donkey Kong;1981-07-09;K-Byte;Donkey Kong
311;Donkey Kong;1981-07-09;K-Byte;Pauline
311;Donkey Kong;1981-07-09;SRD Co. Ltd.;Mario
311;Donkey Kong;1981-07-09;SRD Co. Ltd.;Donkey Kong
311;Donkey Kong;1981-07-09;SRD Co. Ltd.;Pauline
311;Donkey Kong;1981-07-09;Ikegami Tsushinki;Mario
311;Donkey Kong;1981-07-09;Ikegami Tsushinki;Donkey Kong
311;Donkey Kong;1981-07-09;Ikegami Tsushinki;Pauline
323;Who Wants To Be A Millionaire;1999-11-23;Eurocom Entertainment Software;Regis Philbin
323;Who Wants To Be A Millionaire;1999-11-23;Jackbox Games;Regis Philbin
323;Who Wants To Be A Millionaire;1999-11-23;Outsource Media (OMUK);Regis Philbin
508;The House of the Dead;1999-03-25;Tantalus Media;Agent G
508;The House of the Dead;1999-03-25;Tantalus Media;Thomas Rogan
508;The House of the Dead;1999-03-25;Tantalus Media;Dr. Curien
508;The House of the Dead;1999-03-25;Tantalus Media;Sophie Richards
508;The House of the Dead;1999-03-25;Sega AM1 R&D Division;Agent G
508;The House of the Dead;1999-03-25;Sega AM1 R&D Division;Thomas Rogan
508;The House of the Dead;1999-03-25;Sega AM1 R&D Division;Dr. Curien
508;The House of the Dead;1999-03-25;Sega AM1 R&D Division;Sophie Richards
595;Tales of Eternia;2000-11-30;Namco Tales Studio Ltd.;Cress Albane
595;Tales of Eternia;2000-11-30;Namco Tales Studio Ltd.;Arche Klein
595;Tales of Eternia;2000-11-30;Namco Tales Studio Ltd.;Reid Hershel
595;Tales of Eternia;2000-11-30;Namco Tales Studio Ltd.;Farah Oersted
595;Tales of Eternia;2000-11-30;Namco Tales Studio Ltd.;Meredy
595;Tales of Eternia;2000-11-30;Namco Tales Studio Ltd.;Keele Zeibel
595;Tales of Eternia;2000-11-30;Namco Tales Studio Ltd.;Max
595;Tales of Eternia;2000-11-30;Namco Tales Studio Ltd.;Chat
595;Tales of Eternia;2000-11-30;Namco Tales Studio Ltd.;Shizel
595;Tales of Eternia;2000-11-30;Namco Tales Studio Ltd.;Dhaos
595;Tales of Eternia;2000-11-30;Namco Tales Studio Ltd.;Forneus
595;Tales of Eternia;2000-11-30;Namco Tales Studio Ltd.;Wonder Chef
595;Tales of Eternia;2000-11-30;Namco Tales Studio Ltd.;Taira no Kagekiyo
595;Tales of Eternia;2000-11-30;Wolf Team;Cress Albane
595;Tales of Eternia;2000-11-30;Wolf Team;Arche Klein
595;Tales of Eternia;2000-11-30;Wolf Team;Reid Hershel
595;Tales of Eternia;2000-11-30;Wolf Team;Farah Oersted
595;Tales of Eternia;2000-11-30;Wolf Team;Meredy
595;Tales of Eternia;2000-11-30;Wolf Team;Keele Zeibel
595;Tales of Eternia;2000-11-30;Wolf Team;Max
595;Tales of Eternia;2000-11-30;Wolf Team;Chat
595;Tales of Eternia;2000-11-30;Wolf Team;Shizel
595;Tales of Eternia;2000-11-30;Wolf Team;Dhaos
595;Tales of Eternia;2000-11-30;Wolf Team;Forneus
595;Tales of Eternia;2000-11-30;Wolf Team;Wonder Chef
595;Tales of Eternia;2000-11-30;Wolf Team;Taira no Kagekiyo
620;Star Ocean: The Second Story;1998-07-30;tri-Ace Inc.;Chisato Madison
620;Star Ocean: The Second Story;1998-07-30;tri-Ace Inc.;Ethereal Queen
620;Star Ocean: The Second Story;1998-07-30;tri-Ace Inc.;Claude C. Kenny
620;Star Ocean: The Second Story;1998-07-30;tri-Ace Inc.;Rena Lanford
620;Star Ocean: The Second Story;1998-07-30;tri-Ace Inc.;Ashton Anchors
620;Star Ocean: The Second Story;1998-07-30;tri-Ace Inc.;Bowman Jean
620;Star Ocean: The Second Story;1998-07-30;tri-Ace Inc.;Celine Jules
620;Star Ocean: The Second Story;1998-07-30;tri-Ace Inc.;Dias Flac
620;Star Ocean: The Second Story;1998-07-30;tri-Ace Inc.;Ernest Raviede
620;Star Ocean: The Second Story;1998-07-30;tri-Ace Inc.;Leon Geeste
620;Star Ocean: The Second Story;1998-07-30;tri-Ace Inc.;Noel Chandler
620;Star Ocean: The Second Story;1998-07-30;tri-Ace Inc.;Opera Vectra
620;Star Ocean: The Second Story;1998-07-30;tri-Ace Inc.;Precis F. Neumann
620;Star Ocean: The Second Story;1998-07-30;tri-Ace Inc.;Gabriel Celesta
621;Doom II: Hell on Earth;1994-09-30;Torus Games Pty. Ltd.;Doomguy
621;Doom II: Hell on Earth;1994-09-30;Torus Games Pty. Ltd.;Commander Keen
621;Doom II: Hell on Earth;1994-09-30;Torus Games Pty. Ltd.;Spider Mastermind
621;Doom II: Hell on Earth;1994-09-30;Torus Games Pty. Ltd.;Icon of Sin
621;Doom II: Hell on Earth;1994-09-30;id Software;Doomguy
621;Doom II: Hell on Earth;1994-09-30;id Software;Commander Keen
621;Doom II: Hell on Earth;1994-09-30;id Software;Spider Mastermind
621;Doom II: Hell on Earth;1994-09-30;id Software;Icon of Sin
621;Doom II: Hell on Earth;1994-09-30;Rage Software;Doomguy
621;Doom II: Hell on Earth;1994-09-30;Rage Software;Commander Keen
621;Doom II: Hell on Earth;1994-09-30;Rage Software;Spider Mastermind
621;Doom II: Hell on Earth;1994-09-30;Rage Software;Icon of Sin
621;Doom II: Hell on Earth;1994-09-30;Nerve Software, LLC;Doomguy
621;Doom II: Hell on Earth;1994-09-30;Nerve Software, LLC;Commander Keen
621;Doom II: Hell on Earth;1994-09-30;Nerve Software, LLC;Spider Mastermind
621;Doom II: Hell on Earth;1994-09-30;Nerve Software, LLC;Icon of Sin
621;Doom II: Hell on Earth;1994-09-30;Infinity Co., Ltd.;Doomguy
621;Doom II: Hell on Earth;1994-09-30;Infinity Co., Ltd.;Commander Keen
621;Doom II: Hell on Earth;1994-09-30;Infinity Co., Ltd.;Spider Mastermind
621;Doom II: Hell on Earth;1994-09-30;Infinity Co., Ltd.;Icon of Sin
658;Where in the World is Carmen Sandiego?;1985-12-01;EA Canada;Carmen Sandiego
658;Where in the World is Carmen Sandiego?;1985-12-01;EA Canada;The Chief
658;Where in the World is Carmen Sandiego?;1985-12-01;Brøderbund Software, Inc.;Carmen Sandiego
658;Where in the World is Carmen Sandiego?;1985-12-01;Brøderbund Software, Inc.;The Chief
690;Dragon Ball Z: Budokai Tenkaichi;2005-10-18;Spike Co., Ltd.;Goku
690;Dragon Ball Z: Budokai Tenkaichi;2005-10-18;Spike Co., Ltd.;Piccolo
690;Dragon Ball Z: Budokai Tenkaichi;2005-10-18;Spike Co., Ltd.;Gohan
690;Dragon Ball Z: Budokai Tenkaichi;2005-10-18;Spike Co., Ltd.;Frieza
690;Dragon Ball Z: Budokai Tenkaichi;2005-10-18;Spike Co., Ltd.;Vegeta
690;Dragon Ball Z: Budokai Tenkaichi;2005-10-18;Spike Co., Ltd.;Krillin
690;Dragon Ball Z: Budokai Tenkaichi;2005-10-18;Spike Co., Ltd.;Cell
690;Dragon Ball Z: Budokai Tenkaichi;2005-10-18;Spike Co., Ltd.;Yamcha
690;Dragon Ball Z: Budokai Tenkaichi;2005-10-18;Spike Co., Ltd.;Tien
690;Dragon Ball Z: Budokai Tenkaichi;2005-10-18;Spike Co., Ltd.;Trunks
690;Dragon Ball Z: Budokai Tenkaichi;2005-10-18;Spike Co., Ltd.;Nappa
690;Dragon Ball Z: Budokai Tenkaichi;2005-10-18;Spike Co., Ltd.;Raditz
690;Dragon Ball Z: Budokai Tenkaichi;2005-10-18;Spike Co., Ltd.;Bardock
690;Dragon Ball Z: Budokai Tenkaichi;2005-10-18;Spike Co., Ltd.;Broly
690;Dragon Ball Z: Budokai Tenkaichi;2005-10-18;Spike Co., Ltd.;Burter
690;Dragon Ball Z: Budokai Tenkaichi;2005-10-18;Spike Co., Ltd.;Android 18
690;Dragon Ball Z: Budokai Tenkaichi;2005-10-18;Spike Co., Ltd.;Bulma
690;Dragon Ball Z: Budokai Tenkaichi;2005-10-18;Spike Co., Ltd.;Hercule
690;Dragon Ball Z: Budokai Tenkaichi;2005-10-18;Spike Co., Ltd.;Majin Buu
690;Dragon Ball Z: Budokai Tenkaichi;2005-10-18;Spike Co., Ltd.;Goten
690;Dragon Ball Z: Budokai Tenkaichi;2005-10-18;Spike Co., Ltd.;Vegito
690;Dragon Ball Z: Budokai Tenkaichi;2005-10-18;Spike Co., Ltd.;Android 17
690;Dragon Ball Z: Budokai Tenkaichi;2005-10-18;Spike Co., Ltd.;Android 16
690;Dragon Ball Z: Budokai Tenkaichi;2005-10-18;Spike Co., Ltd.;Dr. Gero
690;Dragon Ball Z: Budokai Tenkaichi;2005-10-18;Spike Co., Ltd.;Android 19
690;Dragon Ball Z: Budokai Tenkaichi;2005-10-18;Spike Co., Ltd.;Gogeta
690;Dragon Ball Z: Budokai Tenkaichi;2005-10-18;Spike Co., Ltd.;Mr. Popo
690;Dragon Ball Z: Budokai Tenkaichi;2005-10-18;Spike Co., Ltd.;Cell Jr.
690;Dragon Ball Z: Budokai Tenkaichi;2005-10-18;Spike Co., Ltd.;Dabura
690;Dragon Ball Z: Budokai Tenkaichi;2005-10-18;Spike Co., Ltd.;Bojack
690;Dragon Ball Z: Budokai Tenkaichi;2005-10-18;Spike Co., Ltd.;Captain Ginyu
690;Dragon Ball Z: Budokai Tenkaichi;2005-10-18;Spike Co., Ltd.;Recoome
690;Dragon Ball Z: Budokai Tenkaichi;2005-10-18;Spike Co., Ltd.;Master Roshi
690;Dragon Ball Z: Budokai Tenkaichi;2005-10-18;Spike Co., Ltd.;Zarbon
690;Dragon Ball Z: Budokai Tenkaichi;2005-10-18;Spike Co., Ltd.;Cooler
690;Dragon Ball Z: Budokai Tenkaichi;2005-10-18;Spike Co., Ltd.;Jeice
690;Dragon Ball Z: Budokai Tenkaichi;2005-10-18;Spike Co., Ltd.;Guldo
690;Dragon Ball Z: Budokai Tenkaichi;2005-10-18;Spike Co., Ltd.;Chiaotzu
690;Dragon Ball Z: Budokai Tenkaichi;2005-10-18;Spike Co., Ltd.;Dodoria
690;Dragon Ball Z: Budokai Tenkaichi;2005-10-18;Spike Co., Ltd.;Saibaman
690;Dragon Ball Z: Budokai Tenkaichi;2005-10-18;Spike Co., Ltd.;Videl
690;Dragon Ball Z: Budokai Tenkaichi;2005-10-18;Spike Co., Ltd.;Future Trunks
690;Dragon Ball Z: Budokai Tenkaichi;2005-10-18;Spike Co., Ltd.;Shenron
690;Dragon Ball Z: Budokai Tenkaichi;2005-10-18;Spike Co., Ltd.;Janemba
690;Dragon Ball Z: Budokai Tenkaichi;2005-10-18;Spike Co., Ltd.;Tao Pai Pai
690;Dragon Ball Z: Budokai Tenkaichi;2005-10-18;Spike Co., Ltd.;Baby
690;Dragon Ball Z: Budokai Tenkaichi;2005-10-18;Spike Co., Ltd.;Great Ape
690;Dragon Ball Z: Budokai Tenkaichi;2005-10-18;Spike Co., Ltd.;Super 17
690;Dragon Ball Z: Budokai Tenkaichi;2005-10-18;Spike Co., Ltd.;Good Buu
690;Dragon Ball Z: Budokai Tenkaichi;2005-10-18;Spike Co., Ltd.;Ox King
690;Dragon Ball Z: Budokai Tenkaichi;2005-10-18;Spike Co., Ltd.;Old Kai
721;Ehrgeiz: God Bless the Ring;1999-04-30;Dream Factory Co., Ltd.;Cloud Strife
721;Ehrgeiz: God Bless the Ring;1999-04-30;Dream Factory Co., Ltd.;Sephiroth
721;Ehrgeiz: God Bless the Ring;1999-04-30;Dream Factory Co., Ltd.;Zack Fair
721;Ehrgeiz: God Bless the Ring;1999-04-30;Dream Factory Co., Ltd.;Vincent Valentine
721;Ehrgeiz: God Bless the Ring;1999-04-30;Dream Factory Co., Ltd.;Tifa Lockhart
721;Ehrgeiz: God Bless the Ring;1999-04-30;Dream Factory Co., Ltd.;Yuffie Kisaragi
721;Ehrgeiz: God Bless the Ring;1999-04-30;Dream Factory Co., Ltd.;Godhand
721;Ehrgeiz: God Bless the Ring;1999-04-30;Dream Factory Co., Ltd.;Yoyo Yoko
721;Ehrgeiz: God Bless the Ring;1999-04-30;Dream Factory Co., Ltd.;Prince Doza
721;Ehrgeiz: God Bless the Ring;1999-04-30;Dream Factory Co., Ltd.;Sasuke
721;Ehrgeiz: God Bless the Ring;1999-04-30;Dream Factory Co., Ltd.;Lee Shuwen
721;Ehrgeiz: God Bless the Ring;1999-04-30;Dream Factory Co., Ltd.;Wolf Girl Jo
721;Ehrgeiz: God Bless the Ring;1999-04-30;Dream Factory Co., Ltd.;Dasher Inoba
721;Ehrgeiz: God Bless the Ring;1999-04-30;Dream Factory Co., Ltd.;Han Daehan
721;Ehrgeiz: God Bless the Ring;1999-04-30;Dream Factory Co., Ltd.;Koji Masuda
721;Ehrgeiz: God Bless the Ring;1999-04-30;Dream Factory Co., Ltd.;Clair Andrews
721;Ehrgeiz: God Bless the Ring;1999-04-30;Dream Factory Co., Ltd.;Django
758;Heart of Darkness;1998-07-31;Amazing Studio;Andy
783;Pro Evolution Soccer 3;2004-02-17;Konami Computer Entertainment Tokyo;Cristiano Ronaldo
783;Pro Evolution Soccer 3;2004-02-17;Konami Computer Entertainment Tokyo;Steven Gerrard
783;Pro Evolution Soccer 3;2004-02-17;Konami Computer Entertainment Tokyo;David Beckham
783;Pro Evolution Soccer 3;2004-02-17;Konami Computer Entertainment Tokyo;Gary Neville
783;Pro Evolution Soccer 3;2004-02-17;Konami Computer Entertainment Tokyo;Pelé
783;Pro Evolution Soccer 3;2004-02-17;Konami Computer Entertainment Tokyo;Zlatan Ibrahimovic
783;Pro Evolution Soccer 3;2004-02-17;Konami Computer Entertainment Tokyo;Carlos Puyol
783;Pro Evolution Soccer 3;2004-02-17;Konami Computer Entertainment Tokyo;Gianluigi Buffon
783;Pro Evolution Soccer 3;2004-02-17;Konami Computer Entertainment Tokyo;Francesco Totti
840;Metal Slug 2: Super Vehicle - 001/II;1998-02-23;SNK;Tarma Roving
840;Metal Slug 2: Super Vehicle - 001/II;1998-02-23;SNK;Marco Rossi
840;Metal Slug 2: Super Vehicle - 001/II;1998-02-23;SNK;General Morden
840;Metal Slug 2: Super Vehicle - 001/II;1998-02-23;SNK;Fio Germi
840;Metal Slug 2: Super Vehicle - 001/II;1998-02-23;SNK;Eri Kasamoto
840;Metal Slug 2: Super Vehicle - 001/II;1998-02-23;SNK;Mars People
840;Metal Slug 2: Super Vehicle - 001/II;1998-02-23;SNK;Allen O'Neil
840;Metal Slug 2: Super Vehicle - 001/II;1998-02-23;SNK;Hyakutaro Ichimonji
840;Metal Slug 2: Super Vehicle - 001/II;1998-02-23;SNK;Rumi Aikawa
840;Metal Slug 2: Super Vehicle - 001/II;1998-02-23;Nazca Corporation;Tarma Roving
840;Metal Slug 2: Super Vehicle - 001/II;1998-02-23;Nazca Corporation;Marco Rossi
840;Metal Slug 2: Super Vehicle - 001/II;1998-02-23;Nazca Corporation;General Morden
840;Metal Slug 2: Super Vehicle - 001/II;1998-02-23;Nazca Corporation;Fio Germi
840;Metal Slug 2: Super Vehicle - 001/II;1998-02-23;Nazca Corporation;Eri Kasamoto
840;Metal Slug 2: Super Vehicle - 001/II;1998-02-23;Nazca Corporation;Mars People
840;Metal Slug 2: Super Vehicle - 001/II;1998-02-23;Nazca Corporation;Allen O'Neil
840;Metal Slug 2: Super Vehicle - 001/II;1998-02-23;Nazca Corporation;Hyakutaro Ichimonji
840;Metal Slug 2: Super Vehicle - 001/II;1998-02-23;Nazca Corporation;Rumi Aikawa
890;Devil May Cry 3: Dante's Awakening;2005-03-01;Capcom Production Studio 1;Dante
890;Devil May Cry 3: Dante's Awakening;2005-03-01;Capcom Production Studio 1;Lady
890;Devil May Cry 3: Dante's Awakening;2005-03-01;Capcom Production Studio 1;Death
890;Devil May Cry 3: Dante's Awakening;2005-03-01;Capcom Production Studio 1;Vergil
890;Devil May Cry 3: Dante's Awakening;2005-03-01;Capcom Production Studio 1;Arkham
890;Devil May Cry 3: Dante's Awakening;2005-03-01;Capcom Production Studio 1;Sparda
890;Devil May Cry 3: Dante's Awakening;2005-03-01;Capcom Production Studio 1;Mundus
890;Devil May Cry 3: Dante's Awakening;2005-03-01;Capcom Production Studio 1;Cerberus
890;Devil May Cry 3: Dante's Awakening;2005-03-01;Capcom Production Studio 1;Agni and Rudra the Firestorm
890;Devil May Cry 3: Dante's Awakening;2005-03-01;Digital Hearts Co., Ltd. ;Dante
890;Devil May Cry 3: Dante's Awakening;2005-03-01;Digital Hearts Co., Ltd. ;Lady
